Title,Official Name,Date
Secretary Pompeo's Call With African Union Chairperson Moussa Faki Mahamat,,5/18/18
Secretary Pompeo's Call With Ethiopian Prime Minister Abiy Ahmed,,5/18/18
Secretary Pompeo's Meeting With Dutch Foreign Minister Blok,,5/18/18
Secretary Pompeo's Call With Brazilian Foreign Minister Aloysio Nunes Ferreira,,5/18/18
Secretary Pompeo's Call With Kenyan President Uhuru Kenyatta,,5/18/18
2018 U.S.-Vietnam Human Rights Dialogue,,5/17/18
Secretary Pompeo's Meeting With UN Special Envoy of the Secretary-General for Yemen Martin Griffiths,,5/18/18
Canada Joins the Global Equality Fund,,5/17/18
Assistant Secretary of State for Consular Affairs Carl Risch Travels to the Republic of Korea and China,,5/17/18
United Arab Emirates: Record of Discussion on Civil Aviation,,5/18/18
Close of Candidate Registration Period for Cambodia's National Elections,Heather Nauert,5/17/18
Deputy Secretary Sullivan Travel to Argentina and Brazil,,5/17/18
"Background Briefing: Updating on Secretary Tillerson's Trip to Amman, Jordan; Ankara, Turkey; Beirut, Lebanon; Cairo, Egypt; and Kuwait City, Kuwait",,2/14/18
"On the International Day Against Homophobia, Transphobia, and Biphobia",Mike Pompeo,5/17/18
Celebrating the Lunar New Year,Rex W. Tillerson,2/14/18
"Deputy Secretary Sullivan Travels to Germany, Italy, Ukraine, Latvia, and Belgium",,2/14/18
Mongolian Lunar New Year (Tsagaan Sar),Rex W. Tillerson,2/14/18
New U.S.-Jordan Memorandum of Understanding on Bilateral Foreign Assistance to Jordan,,2/14/18
New U.S.-Jordan Memorandum of Understanding on Bilateral Foreign Assistance to Jordan,,2/14/18
Defending Democracy in Venezuela,Heather Nauert,2/14/18
Public Designation of Adriatik Llalla under Section 7031(c) of the FY 2017 Consolidated Appropriations Act,,2/14/18
Death of Pakistani Human Rights and Democracy Advocate Asma Jahangir,Heather Nauert,2/13/18
United States and Cuba Meet to Combat Trafficking in Persons ,,2/14/18
Remarks at Memorandum of Understanding Signing and Press Conference,Rex W. Tillerson,2/14/18
Joint Statement of Guiding Principles From the Global Coalition to Defeat ISIS,,2/13/18
"Joint Strategic Plan for the Department of State and the United States Agency for International Development, Fiscal Year 2018-2022",,2/13/18
Interview With Michel Ghandour of Al Hurra TV,Rex W. Tillerson,2/13/18
Opening Remarks at the Global Coalition to Defeat ISIS Ministerial,Rex W. Tillerson,2/13/18
Press Availability With Kuwaiti Foreign Minister Sheikh Sabah al-Khalid al-Sabah,Rex W. Tillerson,2/13/18
Remarks at the Iraqi Reconstruction Conference Session on Private Sector Engagement,Rex W. Tillerson,2/13/18
Remarks to Kuwait TV,Rex W. Tillerson,2/13/18
"Special Program: African American Pioneer Diplomats, Ebenezer Bassett and Frederick Douglass",,2/13/18
"The Bureau of Overseas Buildings Operations Breaks Ground on the New U.S. Embassy Compound in Mexico City, Mexico",,2/13/18
Third Anniversary of the Signing of the Minsk Package of Measures,Heather Nauert,2/13/18
Department of State and USAID FY 2019 Budget Request,Rex W. Tillerson,2/12/18
"Briefing Update on Secretary Tillerson's Trip to Amman, Jordan; Ankara, Turkey; Beirut, Lebanon; Cairo, Egypt; and Kuwait City, Kuwait",,2/12/18
Secretary Tillerson's Meeting With Egyptian President Abdel Fatteh al-Sisi,,2/12/18
Press Availability With Egyptian Foreign Minister Sameh Shoukry,Rex W. Tillerson,2/12/18
Briefing on the President's Fiscal Year 2019 Budget Request for the U.S. Department of State and USAID,John J. Sullivan,2/12/18
State Department and U.S. Agency for International Development FY 2019 Budget Request,,2/12/18
U.S.-Israel Foreign Policy Dialogue Readout,,2/12/18
Escalation of Violence Over Israel ,Heather Nauert,2/10/18
Secretary Tillerson's Meeting With Chinese State Councilor Yang Jiechi,,2/9/18
United States and France Strengthen Relationship on Cyber Policy,,2/9/18
"Previewing Secretary Tillerson's Upcoming Trip To Amman, Jordan; Ankara, Turkey; Beirut, Lebanon; Cairo, Egypt; And Kuwait City, Kuwait",,2/9/18
U.S.-Funded Cranes Offloading Goods in Yemen,Heather Nauert,2/9/18
"Assistant Secretary Carl Risch Travels to Cambodia, Thailand, and Burma",,2/8/18
"Concern Over the Situation in Afrin, Syria",Heather Nauert,3/19/18
United States Assisting Venezuelans in Need,Heather Nauert,3/20/18
On the Occasion of Nowruz,John J. Sullivan,3/19/18
Senior Bureau Official Donald Y. Yamamoto Travels to Washington and Minnesota,,3/19/18
"Acting Under Secretary for Public Diplomacy and Public Affairs & Department Spokesperson Heather Nauert To Host the 2018 Annual International Women of Courage Awards Ceremony, With Remarks by First Lady Melania Trump",,3/18/18
On the Occasion of St. Patrick's Day,John J. Sullivan,3/17/18
Ambassador Nathan A. Sales To Travel to Tokyo,,3/16/18
Deputy Secretary Sullivan's Meeting With Japanese Foreign Minister Taro Kono,,3/16/18
Deputy Secretary Sullivan's Meeting With Republic of Korea (ROK) Foreign Minister Kang,,3/16/18
Remarks With Japanese Foreign Minister Taro Kono Before Their Meeting,John J. Sullivan,3/16/18
Remarks With Republic of Korea Foreign Minister Kang Kyung-wha Before Their Meeting,John J. Sullivan,3/16/18
Conference in Support of the Lebanese Armed Forces and Internal Security Forces,Heather Nauert,3/15/18
Crimea Is Ukraine,Heather Nauert,3/14/18
Harassment of the Press in Iran,Heather Nauert,3/15/18
Policy Planning Director Hook's Travel to Vienna,,3/14/18
United States-Japan Energy Strategic Dialogue on Energy Security and National Energy Policy,,3/14/18
United States-Japan Extended Deterrence Dialogue,,3/14/18
Remarks in Press Briefing Room,Rex W. Tillerson,3/13/18
Press Availability  With Chadian Foreign Minister Mahamat Zene Cherif,Rex W. Tillerson,3/12/18
On the Anniversary of the Election of His Holiness Pope Francis,Rex W. Tillerson,3/12/18
Remarks With Nigerian Foreign Minister Geoffrey Onyeama at a Press Availability,Rex W. Tillerson,3/12/18
Secretary Tillerson's Meeting With Chadian President Idriss Deby,,3/12/18
Secretary Tillerson's Meeting With Nigerian President Muhammadu Buhari,,3/12/18
United States To Seek International Progress on Combating the Opioid Crisis at 61st UN Commission on Narcotic Drugs  ,,3/12/18
"Assistant Secretary Mitchell To Travel to Pristina, Skopje, Belgrade, Athens, and Nicosia",,3/11/18
Remarks at a Wreath-Laying Ceremony at the August 7th Memorial Park,Rex W. Tillerson,3/11/18
The Secretary's Meeting With Djiboutian Foreign Minister Mahmoud Ali Youssouf ,,3/10/18
The Secretary's Meeting With Djiboutian President Ismaïl Omar Guelleh,,3/10/18
The Secretary's Meeting With Kenyan President Uhuru Kenyatta,,3/10/18
Press Availability With Kenyan Foreign Minister Monica Juma,Rex W. Tillerson,3/9/18
Signing of the Comprehensive and Progressive Trans-Pacific Partnership,Rex W. Tillerson,3/9/18
The Eleven-Year Anniversary of the Disappearance of Robert Levinson,Heather Nauert,3/9/18
Press Availability With Djiboutian Foreign Minister Mahamoud Ali Youssouf,Rex W. Tillerson,3/9/18
U.S. Delegation to the 62nd Session of the UN Commission on the Status of Women,,3/9/18
U.S.-France Science and Technology Cooperation,,3/9/18
Talks Between South Korea and North Korea on the Winter Olympics,Heather Nauert,1/9/18
Interview With Elise Labott of CNN,Rex W. Tillerson,1/5/18
Interview With Matt Lee and Joshua Lederman of Associated Press,Rex W. Tillerson,1/5/18
Background Briefing with Senior State Department Officials on Security Assistance to Pakistan,,1/4/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
"Press Gaggle - January 9, 2018",I. Steven (Steve) Goldstein,1/9/18
"Report of the OPCW Fact-Finding Mission in Syria Regarding an Alleged Incident in Saraqib, Syrian Arab Republic on 4 February 2018",Heather Nauert,5/17/18
Remarks With Uzbekistan President of Shavkat Mirziyoye Before Their Meeting,Mike Pompeo,5/17/18
Secretary Pompeo's Call With Afghan President Ashraf Ghani,,5/17/18
Secretary Pompeo's Call With Nigerian President Buhari,,5/17/18
Secretary Pompeo's Phone Call With Swedish Foreign Minister Margot Wallstrom,,5/17/18
"The Bureau of Overseas Buildings Operations Breaks Ground on the New U.S. Embassy Annex in Nairobi, Kenya",,5/17/18
Secretary Pompeo's Meeting With Uzbekistan President Shavkat Mirziyoyev,,5/17/18
Briefing on the Release of New HIV Treatment Results From the President's Emergency Plan for AIDS Relief on its 15th Anniversary,,5/16/18
Secretary Pompeo's Call With Qatari Foreign Minister Al Thani,,5/16/18
Release of Anwar Ibrahim,Heather Nauert,5/16/18
Norway National Day,Mike Pompeo,5/16/18
Landmark U.S.-Uzbekistan Agreements Signed on Education and Culture ,,5/16/18
Secretary Pompeo's Call With Singaporean Foreign Minister Vivian Balakrishnan,,5/16/18
"Secretary Pompeo's Phone Call With Edgars Rinkevics, Minister of Foreign Affairs of the Republic of Latvia",,5/16/18
State Department Terrorist Designations of ISIS in the Greater Sahara (ISIS-GS) and Adnan Abu Walid al-Sahrawi,,5/16/18
On the Occasion of Ramadan,Mike Pompeo,5/15/18
Chinese Government's Harassment of Early Rain Covenant Church,Heather Nauert,5/15/18
New U.S.-Morocco Plan of Action Promotes Innovation in Waste Management and Pollution Mitigation,,5/14/18
The Opening of the Kerch Bridge in Crimea,Heather Nauert,5/15/18
Paraguay National Day,Mike Pompeo,5/14/18
Oppression of Baha'is in Yemen,Heather Nauert,5/14/18
On the Opening of U.S. Embassy Jerusalem ,Mike Pompeo,5/14/18
Remarks at the Dedication Ceremony of the U.S. Embassy in Jerusalem,John J. Sullivan,5/14/18
Secretary Pompeo's Meeting With Foreign Minister Sheikh Abdullah bin Zayed Al Nahyan of the United Arab Emirates,,5/14/18
Secretary Pompeo's Participation in a Meeting of the Lima Group,,5/14/18
Remarks With United Arab Emirates Foreign Minister Sheikh Abdullah bin Zayed Al-Nahyan Before Their Meeting,Mike Pompeo,5/14/18
"Escalation of Violence in Eastern Ghouta and Idlib, Syria",Heather Nauert,2/8/18
"Secretary Pompeo's Calls With French Foreign Minister Le Drian, UK Foreign Secretary Johnson, and German Foreign Minister Maas",,5/14/18
Honoring the U.S. Commitment to International Religious Freedom,,2/8/18
Initiative on Addressing the Challenge of Returning Families of Foreign Terrorist Fighters First Regional Workshop,,2/8/18
Timor-Leste Parliamentary Elections,Heather Nauert,5/14/18
Leading U.S. Experts Appointed to U.S.-Israel Binational Science Foundation Board of Governors,,2/8/18
Remarks With Chinese State Councilor Yang Jiechi  Before Their Meeting,Rex W. Tillerson,2/8/18
"Secretary Tillerson To Travel to Amman, Ankara, Beirut, Cairo, and Kuwait City",Heather Nauert,2/8/18
Background Briefing with Senior State Department Officials on Protecting Life in Global Health Assistance,,2/7/18
Ecuador's National Referendum,Heather Nauert,2/7/18
Presidential Elections Announced in Venezuela,Heather Nauert,2/8/18
Secretary Tillerson Meets With Guatemalan President Jimmy Morales,,2/8/18
Grenada Independence Day,Rex W. Tillerson,2/7/18
Inaugural Meeting of the Cuba Internet Task Force,,2/7/18
Press Availability With Jamaican Prime Minister Andrew Holness,Rex W. Tillerson,2/7/18
Protecting Life in Global Health Assistance,,2/7/18
Under Secretary Shannon Participates in G-7 Political Directors Meeting,,2/7/18
Conviction of Peaceful Activists,Heather Nauert,2/6/18
Interview With Rich Edson of Fox News,Rex W. Tillerson,2/6/18
Joint Press Availability With Peruvian President Pedro Pablo Kuczynski,Rex W. Tillerson,2/6/18
Joint Press Availability With Colombian President Juan Manuel Santos,Rex W. Tillerson,2/6/18
Observance of the International Day of Zero Tolerance to Female Genital Mutilation/Cutting,Heather Nauert,2/6/18
"Chemical Weapons Attack in Saraqib, Syria",Heather Nauert,2/5/18
Cameroonian Anglophone Detainees,Heather Nauert,2/5/18
Key Facts About New START Treaty Implementation,,2/5/18
Assistant Secretary of State Manisha Singh Travels to the United Arab Emirates,,2/5/18
Recent Legislation in Poland,Rex W. Tillerson,2/6/18
New START Treaty Central Limits Take Effect,Heather Nauert,2/5/18
Under Secretary Shannon Participates in G-7 Political Directors' Meeting,,3/9/18
Press Availability With Peruvian Foreign Minister Lucia Cayetana Aljovin Gazzani,Rex W. Tillerson,2/5/18
Winter Paralympic Games Highlight Importance of Adaptive Sports Diplomacy Programs,,3/9/18
Annual Observance of International Women's Day,Rex W. Tillerson,3/8/18
Press Availability With African Union Commission Chairperson Moussa Faki,Rex W. Tillerson,3/8/18
Secretary Tillerson's Meeting With African Union Commission Chairperson Moussa Faki Mahamat,,3/8/18
Secretary Tillerson's Meeting With Ethiopian Foreign Minister Workneh Gebeyehu,,3/8/18
Press Availability With Ethiopian Foreign Minister Workneh Gebeyehu,Rex W. Tillerson,3/8/18
Rewards for Justice - Reward Offer for Information on Tehrik-e-Taliban Pakistan and Factions Key Leaders,,3/8/18
Secretary Tillerson's Meeting With Ethiopian Prime Minister Hailemariam Desalegn,,3/8/18
United States-Armenia Hague Convention on International Child Abduction,,3/7/18
Imposition of Chemical and Biological Weapons Control and Warfare Elimination Act Sanctions on North Korea,Heather Nauert,3/6/18
Ghana's National Day,Rex W. Tillerson,3/6/18
State Department Terrorist Designations of Ahmad Iman Ali and Abdifatah Abubakar Abdi,,3/8/18
Senior Bureau Official Alice Wells of the Bureau of South and Central Asia Affairs To Deliver Remarks to the United States Institute of Peace ,,3/8/18
"Secretary Tillerson's Meeting With the Foreign Ministers of Estonia, Latvia, and Lithuania",,3/6/18
The United States Congratulates Australia and Timor-Leste on the Conclusion of a Maritime Boundary Treaty,Heather Nauert,3/6/18
State Department Announces Zoohackathon 2018,,3/6/18
United States Announces Additional Humanitarian Assistance for African Countries Facing Severe Food Insecurity,,3/6/18
"Remarks With Latvian Foreign Minister Edgars Rinkevics, Lithuanian Foreign Minister Linas Antanas Linkevicius, and Estonian Foreign Minister Sven Mikser Before Their Meeting",Rex W. Tillerson,3/5/18
U.S.-Africa Relations: A New Framework,Rex W. Tillerson,3/6/18
U.S.-Republic of Korea Special Measures Agreement Consultations,Heather Nauert,3/5/18
Bulgaria National Day,Rex W. Tillerson,3/3/18
Briefing With Principal Deputy Assistant Secretary Alice Wells,Alice G. Wells,3/5/18
End of Ordered Departure at U.S. Embassy Havana,,3/2/18
Secretary Tillerson To Deliver Remarks at George Mason University,,3/2/18
Senior State Department Officials Previewing Secretary Tillerson's Travel to the Continent of Africa,,3/2/18
2018 P3 Impact Award Applications Are Now Open,,3/1/18
Section 508 Accessibility Statement,,4/28/17
Remarks on Iran Atomic Archive,Mike Pompeo,4/30/18
Press Availability With Jordanian Foreign Minister Ayman Safadi,Mike Pompeo,4/30/18
Iran Atomic Archive,Mike Pompeo,4/30/18
Section 508 Accessibility Statement,,4/28/17
U.S.-Brazil Bilateral Cooperation on Cyber and Internet Policy,,5/14/18
United Arab Emirates: Discussions Seek Level Playing Field,,5/14/18
Interview With Chris Wallace of Fox News Sunday,Mike Pompeo,5/13/18
Iraqi Parliamentary Election,Mike Pompeo,5/12/18
Acting Assistant Secretary for East Asian and Pacific Affairs Susan Thornton Travels to China and Japan,,5/11/18
